"label","left_0_x","left_0_y","left_1_x","left_1_y","left_2_x","left_2_y","left_3_x","left_3_y","left_4_x","left_4_y","left_5_x","left_5_y","left_6_x","left_6_y","left_7_x","left_7_y","left_8_x","left_8_y","left_9_x","left_9_y","left_10_x","left_10_y","left_11_x","left_11_y","left_12_x","left_12_y","left_13_x","left_13_y","left_14_x","left_14_y","left_15_x","left_15_y","left_16_x","left_16_y","left_17_x","left_17_y","left_18_x","left_18_y","left_19_x","left_19_y","left_20_x","left_20_y","right_0_x","right_0_y","right_1_x","right_1_y","right_2_x","right_2_y","right_3_x","right_3_y","right_4_x","right_4_y","right_5_x","right_5_y","right_6_x","right_6_y","right_7_x","right_7_y","right_8_x","right_8_y","right_9_x","right_9_y","right_10_x","right_10_y","right_11_x","right_11_y","right_12_x","right_12_y","right_13_x","right_13_y","right_14_x","right_14_y","right_15_x","right_15_y","right_16_x","right_16_y","right_17_x","right_17_y","right_18_x","right_18_y","right_19_x","right_19_y","right_20_x","right_20_y","left_roll","left_pitch","left_yaw","right_roll","right_pitch","right_yaw","capture_mode","hand_presence","left_points_visible","right_points_visible","left_fallback_used","right_fallback_used","curation_action","timestamp_unix_ms"
"c","0.398051","0.414855","0.428025","0.410856","0.448625","0.398758","0.46544","0.393126","0.481339","0.389681","0.435127","0.316519","0.447953","0.284391","0.462125","0.274307","0.474122","0.274631","0.430759","0.308374","0.445833","0.268511","0.462583","0.262844","0.475688","0.273406","0.427878","0.303697","0.444596","0.263434","0.462526","0.260307","0.47618","0.270462","0.427696","0.305862","0.444579","0.275423","0.459129","0.268792","0.471486","0.271281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.271538","-69.244171","91.989662","-318.496124","136.847702","-307.96167","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.442786","0.3941","0.466701","0.397112","0.484798","0.386597","0.498952","0.386471","0.51222","0.390693","0.480053","0.307879","0.494191","0.289863","0.508287","0.288852","0.518701","0.292539","0.478201","0.297845","0.498367","0.274206","0.513988","0.276046","0.525835","0.286458","0.477199","0.291467","0.497789","0.26708","0.51349","0.271545","0.524942","0.285353","0.477198","0.289477","0.495307","0.269802","0.509266","0.271656","0.520792","0.28203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.868916","-60.77195","94.682953","-356.428131","154.024704","-321.866669","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.45312","0.512886","0.487117","0.51736","0.512953","0.512861","0.530888","0.517053","0.546467","0.520382","0.501337","0.442487","0.52023","0.431605","0.537101","0.427562","0.549859","0.427307","0.498088","0.431657","0.51965","0.422822","0.537287","0.420896","0.550967","0.424204","0.498435","0.429198","0.520068","0.418795","0.536535","0.417733","0.549132","0.420968","0.501407","0.43464","0.520973","0.424019","0.534039","0.420333","0.544032","0.420977","0.679635","0.856731","0.672553","0.876968","0.673538","0.908834","0.675607","0.935186","0.677083","0.958161","0.696","0.928269","0.698318","0.965834","0.694785","0.988992","0.690633","1.00343","0.700323","0.927246","0.701268","0.966129","0.696304","0.986101","0.691091","0.998452","0.701035","0.926201","0.701394","0.961851","0.695466","0.977724","0.689605","0.986664","0.699089","0.925066","0.698613","0.953592","0.693808","0.966288","0.688812","0.971976","42.018414","-55.12677","113.318748","-456.508148","212.865707","-370.645691","static","both","21","21","0","1","keep","1.77E+12"
"c","0.482495","0.493795","0.507184","0.498737","0.527459","0.493706","0.542048","0.497144","0.554643","0.500925","0.52524","0.436272","0.537577","0.41784","0.549054","0.414677","0.558615","0.416214","0.522518","0.427634","0.536445","0.406996","0.548987","0.405482","0.559291","0.410748","0.52017","0.420853","0.535294","0.401124","0.548158","0.401296","0.557961","0.408067","0.518131","0.417066","0.533052","0.401434","0.544087","0.400374","0.553234","0.405139","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.166679","-55.94635","112.737602","-153.557159","81.627716","-343.827667","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.453102","0.515889","0.472407","0.512645","0.491747","0.501206","0.50585","0.499252","0.517821","0.502919","0.489946","0.444971","0.499261","0.419217","0.507602","0.414977","0.514867","0.41645","0.483379","0.440214","0.494205","0.411373","0.503681","0.410807","0.511009","0.418895","0.475921","0.43828","0.486832","0.410296","0.497138","0.410632","0.505512","0.419626","0.467809","0.439658","0.477484","0.417741","0.486825","0.413645","0.495278","0.417276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.121445","-61.348282","124.553413","6.79685","22.716709","-348.423676","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.454405","0.504065","0.473392","0.499302","0.494169","0.48297","0.509416","0.476457","0.520765","0.474949","0.48817","0.425521","0.496915","0.396542","0.504926","0.385993","0.512744","0.380632","0.481427","0.42057","0.492193","0.390785","0.501489","0.38143","0.510697","0.378844","0.473617","0.418601","0.484568","0.390654","0.494272","0.380636","0.503752","0.3777","0.464159","0.419376","0.472088","0.394695","0.479661","0.381986","0.487898","0.375082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.886154","-68.44738","116.051949","15.60485","2.57671","-377.004669","static","left_only","21","0","0","0","keep","1.77E+12"
"c","0.443384","0.519771","0.464366","0.51437","0.483839","0.497494","0.498441","0.490452","0.511001","0.488879","0.47836","0.439406","0.48779","0.412749","0.4966","0.402653","0.504791","0.398515","0.471885","0.434114","0.482403","0.403923","0.49298","0.396648","0.502769","0.39792","0.464431","0.431487","0.475416","0.401848","0.486415","0.39634","0.496294","0.39965","0.456355","0.432005","0.465688","0.40779","0.475189","0.399929","0.48453","0.399512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.904762","-67.810768","119.77449","15.051849","6.146709","-387.519684","static","left_only","21","0","1","0","keep","1.77E+12"
"d","0.433912","0.431488","0.459087","0.408754","0.472838","0.382807","0.48498","0.368272","0.495476","0.354322","0.4493","0.329471","0.452443","0.296598","0.45225","0.273063","0.450746","0.252713","0.442219","0.327651","0.467565","0.310787","0.482218","0.329216","0.48834","0.348805","0.439487","0.333447","0.466643","0.318146","0.481401","0.338142","0.48776","0.35806","0.4414","0.342713","0.46362","0.329502","0.476415","0.33915","0.4838","0.351158","0.593711","0.717049","0.594088","0.724104","0.594243","0.730855","0.593493","0.735701","0.592173","0.739265","0.597041","0.738478","0.593559","0.742085","0.590412","0.741872","0.588136","0.740646","0.596296","0.738301","0.592125","0.741979","0.589012","0.741563","0.586632","0.739752","0.59503","0.736857","0.590855","0.740096","0.587936","0.739627","0.585802","0.737904","0.593531","0.734395","0.590223","0.736674","0.58794","0.736326","0.586264","0.735023","106.352242","-78.368103","117.082962","21.87385","37.844711","-472.052673","static","both","21","21","0","1","keep","1.77E+12"
"d","0.442491","0.461126","0.466086","0.434881","0.479152","0.407495","0.48988","0.392001","0.499171","0.379422","0.454296","0.356215","0.458122","0.323606","0.458631","0.300495","0.4583","0.280919","0.44803","0.356351","0.472878","0.33814","0.489049","0.351804","0.497409","0.368209","0.446092","0.363768","0.472111","0.34608","0.488294","0.360097","0.496857","0.375634","0.448677","0.374904","0.469003","0.359347","0.482125","0.363592","0.490715","0.370944","0.447278","0.492347","0.468051","0.450696","0.481158","0.420151","0.491514","0.402119","0.499143","0.384333","0.456985","0.38216","0.468044","0.355357","0.477862","0.345522","0.485206","0.340405","0.452472","0.379948","0.474318","0.3574","0.489983","0.361022","0.500568","0.371648","0.451265","0.383619","0.473671","0.361317","0.490433","0.366999","0.501311","0.377226","0.453396","0.39071","0.469967","0.369866","0.483167","0.368219","0.493409","0.371944","113.255501","-81.74575","123.944008","25.822849","33.95771","-447.056671","static","both","21","21","0","1","keep","1.77E+12"
"d","0.418814","0.549437","0.426516","0.508944","0.43551","0.472094","0.443366","0.452323","0.450502","0.434957","0.450313","0.437547","0.459441","0.398724","0.459761","0.372705","0.459245","0.351431","0.452697","0.441114","0.47691","0.421215","0.489636","0.436202","0.496415","0.456933","0.453742","0.446323","0.477215","0.428032","0.490176","0.442845","0.498531","0.460282","0.454919","0.451436","0.469979","0.433919","0.477285","0.431495","0.482786","0.430697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-44.347393","-78.680183","132.519485","19.046848","25.574711","-418.844666","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.480408","0.451906","0.49936","0.433831","0.509891","0.412669","0.518571","0.401024","0.524686","0.390791","0.49396","0.374126","0.496896","0.345282","0.497936","0.327917","0.497785","0.314093","0.490293","0.37346","0.505613","0.355767","0.51522","0.36772","0.518729","0.382987","0.488097","0.376191","0.505273","0.358353","0.516493","0.373649","0.521411","0.390213","0.488477","0.382499","0.501039","0.36279","0.51112","0.366045","0.51732","0.373802","0.931212","0.841217","0.935948","0.874024","0.951062","0.904561","0.9641","0.932008","0.97458","0.955897","0.973347","0.891335","0.988925","0.9268","0.992234","0.951881","0.992593","0.968735","0.974996","0.883187","0.988618","0.91877","0.990692","0.942694","0.99047","0.962283","0.973498","0.880468","0.984275","0.911944","0.987303","0.934175","0.988244","0.953547","0.969785","0.882208","0.980122","0.90945","0.983373","0.928907","0.984105","0.944634","-60.525364","-85.096565","115.28241","13.763849","13.712711","-528.86969","static","both","21","21","0","0","keep","1.77E+12"
"d","0.460054","0.436324","0.479784","0.415366","0.489376","0.393226","0.497671","0.381932","0.50604","0.372868","0.466648","0.354783","0.470743","0.3265","0.470958","0.306823","0.470216","0.291205","0.463092","0.355237","0.485061","0.336749","0.498124","0.347537","0.504588","0.362493","0.464219","0.36057","0.485343","0.341029","0.498744","0.351881","0.505685","0.365531","0.469634","0.367455","0.485924","0.350743","0.497191","0.354076","0.504541","0.361543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-100.34259","-84.510918","110.740692","-32.66415","87.428711","-469.76767","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.430307","0.381821","0.448779","0.361641","0.457901","0.34107","0.466872","0.330874","0.475741","0.321986","0.436291","0.303058","0.438822","0.276519","0.438113","0.256948","0.436643","0.241729","0.43331","0.304579","0.45666","0.290906","0.468582","0.301544","0.473808","0.314255","0.434997","0.311611","0.45729","0.295755","0.469109","0.306516","0.474531","0.318249","0.4407","0.320349","0.457371","0.306243","0.467792","0.30803","0.474573","0.313077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-84.793388","-78.446617","121.636559","8.09485","22.737709","-478.716675","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.432716","0.387167","0.45417","0.371339","0.465887","0.35291","0.475501","0.34494","0.484702","0.336991","0.449079","0.310759","0.454486","0.287025","0.455738","0.269331","0.456299","0.25478","0.444891","0.310269","0.467711","0.303132","0.479038","0.314354","0.484831","0.326549","0.443791","0.316195","0.466488","0.308298","0.477841","0.319414","0.48395","0.329995","0.446336","0.326036","0.463936","0.318128","0.474019","0.321598","0.4806","0.325908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.535251","-76.126205","122.943581","3.71685","24.796711","-501.366669","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.443286","0.409764","0.463361","0.398196","0.474076","0.381422","0.483086","0.374884","0.491657","0.368802","0.459637","0.341518","0.465206","0.320665","0.466761","0.304792","0.467462","0.292229","0.456548","0.340701","0.477494","0.333585","0.487113","0.344522","0.491496","0.356732","0.455969","0.345358","0.476498","0.337975","0.486488","0.349473","0.491377","0.360578","0.458514","0.35404","0.474039","0.344938","0.483797","0.346424","0.49035","0.349956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22239","-76.308441","128.731552","3.84485","20.975712","-477.198669","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.442617","0.530655","0.468591","0.507109","0.484544","0.484091","0.49786","0.471803","0.509337","0.460932","0.472751","0.436606","0.482676","0.413968","0.488016","0.410457","0.490291","0.407465","0.469052","0.432628","0.488453","0.411878","0.499496","0.432521","0.502035","0.456541","0.464539","0.430979","0.483789","0.409554","0.496104","0.43065","0.500615","0.451606","0.460358","0.432775","0.470622","0.393437","0.477178","0.370471","0.480581","0.352087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.154419","-76.758675","140.782333","-1.74015","46.751713","-513.443665","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.444564","0.469616","0.464948","0.44859","0.478415","0.430154","0.490914","0.421029","0.50201","0.412516","0.463008","0.38173","0.469069","0.349074","0.470979","0.328483","0.472296","0.31139","0.460492","0.382132","0.486753","0.369675","0.500183","0.387186","0.507214","0.405542","0.460763","0.390271","0.486351","0.374035","0.499601","0.390824","0.507269","0.406471","0.463849","0.401121","0.478348","0.380874","0.487622","0.374376","0.494922","0.370681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-45.407925","-74.394814","138.364563","8.586849","27.315708","-537.401672","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.386097","0.54031","0.419932","0.507577","0.438934","0.470921","0.454516","0.45129","0.470695","0.44045","0.417905","0.404253","0.428339","0.357536","0.432001","0.328595","0.434343","0.305586","0.413665","0.405671","0.445252","0.387518","0.464088","0.413377","0.473635","0.441522","0.411805","0.415626","0.43783","0.388651","0.455763","0.405045","0.467236","0.423154","0.412671","0.430215","0.421575","0.395377","0.424639","0.373821","0.42624","0.356048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.278977","-80.045982","142.370239","-2.564151","32.84771","-538.715698","static","left_only","21","0","0","0","keep","1.77E+12"
"d","0.412795","0.567826","0.442992","0.528751","0.460474","0.495878","0.475337","0.479471","0.488845","0.468579","0.431348","0.430002","0.432455","0.38019","0.430746","0.343175","0.428952","0.315276","0.42472","0.433184","0.456524","0.412573","0.479313","0.431794","0.491798","0.45709","0.421307","0.446834","0.454245","0.428723","0.476882","0.446115","0.489948","0.464393","0.422416","0.465574","0.443198","0.444112","0.456615","0.444322","0.465354","0.448628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-43.633446","-77.288559","145.162628","-74.855148","63.725712","-553.680664","static","left_only","21","0","1","0","keep","1.77E+12"
"d","0.430616","0.528702","0.459418","0.500507","0.477627","0.473268","0.492244","0.460853","0.504598","0.452174","0.452004","0.412066","0.456655","0.370836","0.457626","0.339666","0.457357","0.315913","0.446215","0.414824","0.478931","0.399666","0.496257","0.422094","0.502291","0.446379","0.444537","0.426549","0.475056","0.411677","0.492531","0.43186","0.499478","0.451333","0.447074","0.443428","0.467873","0.426811","0.481554","0.432987","0.488924","0.442791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-40.678169","-72.990479","148.905655","-82.562149","63.162708","-555.81366","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.40813","0.446776","0.428751","0.431831","0.442693","0.402942","0.43606","0.382333","0.422421","0.381199","0.432802","0.357162","0.435159","0.323456","0.43454","0.339792","0.432897","0.361003","0.420172","0.353127","0.422156","0.314888","0.422288","0.335262","0.421478","0.357324","0.408486","0.353662","0.408737","0.3171","0.410685","0.336492","0.410663","0.358029","0.396874","0.359348","0.396667","0.328981","0.399963","0.340286","0.401369","0.356349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.329178","-76.624016","122.836807","-254.052139","141.0177","-611.40271","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.445303","0.493342","0.466778","0.480608","0.483047","0.450882","0.479401","0.430013","0.464023","0.436135","0.472353","0.39687","0.476419","0.360047","0.478524","0.378599","0.476453","0.399642","0.4607","0.393402","0.464544","0.353512","0.46711","0.376884","0.464753","0.399786","0.449029","0.394618","0.45083","0.355228","0.454635","0.376889","0.453159","0.39929","0.436369","0.400591","0.436578","0.367555","0.441723","0.377632","0.443201","0.393585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.248352","-76.003906","116.641212","-295.43515","163.4207","-629.052673","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.422259","0.474173","0.442589","0.45976","0.456656","0.430574","0.449222","0.412419","0.434386","0.414711","0.448387","0.38114","0.452102","0.346561","0.453176","0.361726","0.451774","0.382796","0.436073","0.376179","0.439654","0.336169","0.440981","0.356893","0.439666","0.380225","0.42431","0.376513","0.425381","0.337406","0.428094","0.356993","0.427611","0.379526","0.412337","0.382454","0.412542","0.350935","0.416297","0.361438","0.417629","0.377934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.415825","-76.236725","112.815445","-260.193146","146.963699","-631.238708","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.460819","0.494025","0.486259","0.483332","0.505535","0.450105","0.498637","0.431374","0.478673","0.439663","0.494633","0.37744","0.49685","0.331919","0.498559","0.359328","0.497097","0.387363","0.476538","0.372657","0.478619","0.319825","0.480068","0.354285","0.478843","0.384695","0.459684","0.374512","0.45941","0.323202","0.462361","0.356718","0.462661","0.385976","0.442341","0.384474","0.439488","0.342252","0.444296","0.358127","0.447497","0.380478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.863529","-66.061714","119.255211","-289.25415","160.964706","-642.065674","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.452995","0.542489","0.473621","0.529956","0.490913","0.50254","0.48762","0.483171","0.473103","0.486344","0.481694","0.447994","0.486491","0.414475","0.488442","0.434662","0.48553","0.456074","0.469619","0.443554","0.474208","0.404101","0.476753","0.428968","0.473761","0.452947","0.457417","0.444186","0.460069","0.406445","0.463862","0.428878","0.461714","0.45102","0.444165","0.449923","0.443405","0.417162","0.44905","0.427346","0.450859","0.443078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.698669","-74.98716","106.062477","-262.405151","144.804703","-643.059692","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.505597","0.396322","0.521098","0.382019","0.53337","0.360375","0.531401","0.343692","0.521725","0.342508","0.526361","0.324742","0.530084","0.298036","0.530443","0.312133","0.528632","0.328381","0.517408","0.32076","0.521272","0.290663","0.521829","0.307495","0.519977","0.325081","0.508541","0.320312","0.510655","0.290962","0.512431","0.306424","0.511412","0.323261","0.499196","0.323888","0.499518","0.299048","0.502725","0.306931","0.503916","0.319702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.421616","-73.901955","114.802032","-106.697144","92.336716","-613.852661","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.476356","0.410166","0.491115","0.401303","0.501982","0.385299","0.502473","0.37152","0.494001","0.370457","0.494884","0.349956","0.498316","0.327529","0.500637","0.338408","0.499924","0.351608","0.487832","0.346768","0.491112","0.319759","0.493393","0.334008","0.492166","0.348751","0.480514","0.346049","0.482023","0.31977","0.485015","0.332128","0.484447","0.346228","0.472291","0.348142","0.472407","0.326598","0.476008","0.332335","0.477206","0.342366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.531494","-69.011772","106.795853","1.14185","24.56271","-601.780701","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.414425","0.4981","0.446061","0.478007","0.47264","0.435447","0.465674","0.407949","0.440468","0.418647","0.459908","0.358739","0.468632","0.307423","0.470003","0.339359","0.465251","0.372013","0.440391","0.349755","0.448506","0.290641","0.450345","0.329841","0.445408","0.365299","0.421228","0.348844","0.42593","0.292004","0.43006","0.328316","0.426804","0.36168","0.400822","0.35609","0.399804","0.30444","0.407495","0.322292","0.410475","0.348666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.031639","-72.559448","106.494934","27.42485","25.796711","-611.022705","static","left_only","21","0","0","0","keep","1.77E+12"
"e","0.388376","0.44801","0.420239","0.441783","0.447057","0.412613","0.455671","0.381493","0.439692","0.378067","0.431703","0.32854","0.438501","0.278407","0.441595","0.295756","0.438547","0.324721","0.415916","0.320579","0.421432","0.260962","0.425497","0.287671","0.423821","0.320835","0.400698","0.317847","0.403931","0.25907","0.409848","0.283322","0.409232","0.316117","0.384247","0.320512","0.38487","0.276145","0.390716","0.286899","0.393048","0.309719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.434864","-66.556747","102.444405","-1.090151","34.754711","-607.837708","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.397033","0.469068","0.424167","0.449973","0.444317","0.419883","0.452613","0.393486","0.443926","0.37909","0.429435","0.358971","0.438813","0.328439","0.440507","0.350877","0.438141","0.376605","0.417665","0.350415","0.426779","0.304985","0.431547","0.274021","0.435472","0.24364","0.405501","0.350529","0.412747","0.30573","0.416798","0.27704","0.420443","0.252257","0.392276","0.357782","0.398029","0.320695","0.401707","0.298132","0.406059","0.277861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.487801","-69.993881","77.253807","-94.811157","92.321716","-640.526672","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.413715","0.437707","0.436323","0.418326","0.452221","0.386918","0.457719","0.358626","0.450903","0.343731","0.438409","0.332389","0.446009","0.298934","0.448365","0.316758","0.447033","0.340053","0.427472","0.326223","0.433925","0.282171","0.436799","0.25388","0.438799","0.225945","0.416743","0.328019","0.421622","0.286663","0.424261","0.259566","0.42641","0.235988","0.405204","0.336342","0.408904","0.30224","0.411343","0.280975","0.414375","0.261478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.473274","-74.30233","90.340431","-29.438148","63.47871","-635.1427","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.40986","0.467565","0.429387","0.449364","0.443979","0.419744","0.445534","0.390937","0.439738","0.3728","0.433246","0.374561","0.438486","0.343775","0.439926","0.353107","0.439599","0.369146","0.423055","0.368464","0.428375","0.329844","0.431103","0.305624","0.433778","0.283975","0.413164","0.369745","0.417214","0.332978","0.419868","0.309907","0.422769","0.290367","0.402367","0.37759","0.405771","0.347097","0.408384","0.328965","0.411551","0.31225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.907822","-71.578194","100.875046","11.746849","26.313709","-643.500671","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.408721","0.468516","0.42827","0.451089","0.443748","0.423123","0.450008","0.396734","0.443877","0.380948","0.433533","0.37418","0.439501","0.347483","0.440263","0.362012","0.438472","0.382171","0.424013","0.367717","0.429917","0.330687","0.43237","0.307387","0.434807","0.28491","0.414613","0.36887","0.419764","0.333755","0.422449","0.311072","0.424835","0.291886","0.404261","0.376093","0.40859","0.346611","0.410971","0.328165","0.413843","0.311324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.033592","-73.428802","101.506592","26.604849","15.369709","-656.807678","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.452391","0.462245","0.47937","0.451062","0.497621","0.419464","0.506181","0.393558","0.50044","0.380147","0.482938","0.347678","0.491909","0.321339","0.496218","0.338733","0.496316","0.363127","0.471519","0.338876","0.478093","0.292714","0.481301","0.265082","0.483561","0.238778","0.460055","0.339171","0.464339","0.296095","0.466536","0.269347","0.468158","0.247561","0.447072","0.346951","0.450285","0.312561","0.45158","0.291371","0.453634","0.274454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.290764","-76.655731","102.918427","21.256849","12.525711","-661.190674","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.428522","0.389759","0.443127","0.375369","0.451594","0.352103","0.454257","0.333657","0.446975","0.328416","0.438095","0.314557","0.441374","0.295207","0.444157","0.306848","0.444811","0.322595","0.431339","0.310986","0.433131","0.28283","0.433921","0.266098","0.434033","0.249958","0.424996","0.31308","0.425249","0.287687","0.425533","0.270977","0.425454","0.257285","0.418164","0.320133","0.418119","0.299295","0.41776","0.285607","0.417872","0.274113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-162.913727","-69.869438","112.822861","10.56685","16.371712","-657.845703","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.455576","0.422302","0.468939","0.411992","0.478656","0.396761","0.482458","0.38228","0.477285","0.374312","0.469012","0.360492","0.473595","0.343541","0.475848","0.353629","0.475781","0.367141","0.46349","0.356058","0.46737","0.331459","0.469366","0.316342","0.470628","0.302189","0.457693","0.356494","0.460029","0.333257","0.461535","0.31858","0.462683","0.306129","0.451029","0.361535","0.45246","0.342494","0.453475","0.330346","0.454638","0.320012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162.177094","-68.937492","104.200035","13.430849","11.77071","-685.120667","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.443483","0.457619","0.470822","0.446306","0.487945","0.418067","0.493816","0.395133","0.486888","0.387333","0.468907","0.353114","0.477845","0.333245","0.482554","0.356169","0.482889","0.382232","0.457297","0.344991","0.464781","0.303561","0.471027","0.276191","0.475631","0.247316","0.445606","0.345153","0.448829","0.301994","0.451123","0.274751","0.453471","0.252624","0.432291","0.351923","0.4334","0.317739","0.43353","0.295753","0.435774","0.278501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.994446","-73.915977","109.16925","24.49785","4.50771","-674.199707","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.431031","0.427175","0.458557","0.418618","0.476562","0.393016","0.483329","0.371477","0.480243","0.358146","0.463051","0.32499","0.473103","0.303785","0.47579","0.327594","0.474244","0.354537","0.45265","0.314666","0.462607","0.274824","0.468211","0.249252","0.472946","0.222503","0.442029","0.312324","0.448745","0.27271","0.452965","0.247515","0.456714","0.227155","0.429546","0.316663","0.433833","0.285267","0.435786","0.264563","0.438779","0.248944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.809219","-71.088455","110.911453","34.16185","12.71571","-687.35968","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.422101","0.462926","0.446881","0.442403","0.462518","0.408352","0.467266","0.378747","0.459371","0.364256","0.446092","0.351175","0.451987","0.318674","0.453966","0.334233","0.452511","0.356431","0.434585","0.345834","0.438844","0.301306","0.440386","0.2727","0.441478","0.244543","0.423907","0.349103","0.427437","0.307195","0.428695","0.279337","0.429632","0.25575","0.412593","0.358916","0.415345","0.323795","0.416786","0.301488","0.419216","0.281253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.427002","-71.698433","126.042763","22.697849","35.746712","-698.176697","static","left_only","21","0","0","0","keep","1.77E+12"
"f","0.461718","0.554157","0.484864","0.535076","0.498376","0.49822","0.503741","0.471312","0.501141","0.457099","0.482447","0.441992","0.488664","0.40918","0.493874","0.424783","0.495421","0.447216","0.472937","0.437253","0.476238","0.393951","0.477667","0.367741","0.477833","0.344913","0.463605","0.441594","0.464896","0.403572","0.465015","0.378845","0.464587","0.357729","0.453544","0.453872","0.453827","0.424607","0.453332","0.405115","0.453196","0.387462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.270006","-74.395485","131.643707","14.56485","39.019711","-702.080688","static","left_only","21","0","0","0","keep","1.77E+12"
